Manual Page,Examined
XvListImageFormats.3,no
XvPortNotify.3,no
XvPutImage.3,no
XvPutStill.3,no
XvPutVideo.3,no
XvQueryAdaptors.3,no
XvQueryBestSize.3,no
XvQueryEncodings.3,no
XvQueryExtension.3,no
XvQueryPortAttributes.3,no
XvSelectPortNotify.3,no
XvSelectVideoNotify.3,no
XvSetPortAttribute.3,no
XvShmCreateImage.3,no
XvShmPutImage.3,no
XvStopVideo.3,no
XvUngrabPort.3,no
XvVideoNotify.3,no
XwcDrawImageString.3,no
XwcDrawString.3,no
XwcDrawText.3,no
XwcFreeStringList.3,no
XwcLookupString.3,no
XwcResetIC.3,no
XwcTextEscapement.3,no
XwcTextExtents.3,no
XwcTextListToTextProperty.3,no
XwcTextPerCharExtents.3,no
XwcTextPropertyToTextList.3,no
__tfork_thread.3,no
a2d_ASN1_OBJECT.3,no
a64l.3,no
abort.3,no
abs.3,no
acos.3,no
acosh.3,no
agentx.3,no
alarm.3,no
alloca.3,no
arc4random.3,no
asin.3,no
asinh.3,no
asr_run.3,no
assert.3,no
atan.3,no
atan2.3,no
atanh.3,no
atexit.3,no
atof.3,no
atoi.3,no
atol.3,no
atoll.3,no
auth_subr.3,no
authenticate.3,no
authnone_create.3,no
backtrace.3,no
basename.3,no
bcmp.3,no
bcopy.3,no
bcrypt_pbkdf.3,no
bindresvport.3,no
bit_alloc.3,no
blowfish.3,no
bsearch.3,no
btowc.3,no
btree.3,no
bzero.3,no
c16rtomb.3,no
cacos.3,no
cacosh.3,no
carg.3,no
casin.3,no
casinh.3,no
catan.3,no
catanh.3,no
catclose.3,no
catgets.3,no
catopen.3,no
ccos.3,no
ccosh.3,no
ceil.3,no
cexp.3,no
cgetent.3,no
check_expire.3,no
cimag.3,no
clock.3,no
clock_getcpuclockid.3,no
clog.3,no
compress.3,no
confstr.3,no
conj.3,no
copysign.3,no
cos.3,no
cosh.3,no
cpow.3,no
cproj.3,no
creal.3,no
creat.3,no
crypt.3,no
crypt_checkpass.3,no
crypto.3,no
csin.3,no
csinh.3,no
csqrt.3,no
ctan.3,no
ctanh.3,no
ctermid.3,no
ctime.3,no
curs_add_wch.3,no
curs_add_wchstr.3,no
curs_addch.3,no
curs_addchstr.3,no
curs_addstr.3,no
curs_addwstr.3,no
curs_attr.3,no
curs_beep.3,no
curs_bkgd.3,no
curs_bkgrnd.3,no
curs_border.3,no
curs_border_set.3,no
curs_clear.3,no
curs_color.3,no
curs_delch.3,no
curs_deleteln.3,no
curs_extend.3,no
curs_get_wch.3,no
curs_get_wstr.3,no
curs_getch.3,no
curs_getstr.3,no
curs_getyx.3,no
curs_in_wch.3,no
curs_in_wchstr.3,no
curs_inch.3,no
curs_inchstr.3,no
curs_initscr.3,no
curs_inopts.3,no
curs_ins_wch.3,no
curs_ins_wstr.3,no
curs_insch.3,no
curs_insstr.3,no
curs_instr.3,no
curs_inwstr.3,no
curs_kernel.3,no
curs_legacy.3,no
curs_mouse.3,no
curs_move.3,no
curs_opaque.3,no
curs_outopts.3,no
curs_overlay.3,no
curs_pad.3,no
curs_print.3,no
curs_printw.3,no
curs_refresh.3,no
curs_scanw.3,no
curs_scr_dump.3,no
curs_scroll.3,no
curs_slk.3,no
curs_termattrs.3,no
curs_touch.3,no
curs_util.3,no
curs_window.3,no
curses.3,no
d2i_ASN1_NULL.3,no
d2i_ASN1_OBJECT.3,no
d2i_ASN1_OCTET_STRING.3,no
d2i_ASN1_SEQUENCE_ANY.3,no
d2i_AUTHORITY_KEYID.3,no
d2i_BASIC_CONSTRAINTS.3,no
d2i_CMS_ContentInfo.3,no
d2i_DHparams.3,no
d2i_DIST_POINT.3,no
d2i_DSAPublicKey.3,no
d2i_ECPKParameters.3,no
d2i_ESS_SIGNING_CERT.3,no
d2i_GENERAL_NAME.3,no
d2i_OCSP_REQUEST.3,no
d2i_OCSP_RESPONSE.3,no
d2i_PKCS12.3,no
d2i_PKCS7.3,no
d2i_PKCS8PrivateKey_bio.3,no
d2i_PKCS8_PRIV_KEY_INFO.3,no
d2i_PKEY_USAGE_PERIOD.3,no
d2i_POLICYINFO.3,no
d2i_PROXY_POLICY.3,no
d2i_PrivateKey.3,no
d2i_RSAPublicKey.3,no
d2i_SSL_SESSION.3,no
d2i_TS_REQ.3,no
d2i_X509.3,no
d2i_X509_ALGOR.3,no
d2i_X509_ATTRIBUTE.3,no
d2i_X509_CRL.3,no
d2i_X509_EXTENSION.3,no
d2i_X509_NAME.3,no
d2i_X509_REQ.3,no
d2i_X509_SIG.3,no
daemon.3,no
dbopen.3,no
default_colors.3,no
define_key.3,no
des_read_pw.3,no
devname.3,no
dirname.3,no
div.3,no
dl_iterate_phdr.3,no
dlfcn.3,no
drmAvailable.3,no
drmHandleEvent.3,no
drmModeGetResources.3,no
ecvt.3,no
eddsa_pk_new.3,no
editline.3,no
elf.3,no
elf_begin.3,no
elf_cntl.3,no
elf_end.3,no
elf_errmsg.3,no
elf_fill.3,no
elf_flagdata.3,no
elf_getarhdr.3,no
elf_getarsym.3,no
elf_getbase.3,no
elf_getdata.3,no
elf_getident.3,no
elf_getphdrnum.3,no
elf_getphnum.3,no
elf_getscn.3,no
elf_getshdrnum.3,no
elf_getshdrstrndx.3,no
elf_getshnum.3,no
elf_getshstrndx.3,no
elf_hash.3,no
elf_kind.3,no
elf_memory.3,no
elf_next.3,no
elf_open.3,no
elf_rand.3,no
elf_rawfile.3,no
elf_strptr.3,no
elf_update.3,no
elf_version.3,no
end.3,no
erf.3,no
err.3,no
es256_pk_new.3,no
ether_aton.3,no
evbuffer_new.3,no
event.3,no
evp.3,no
execv.3,no
exit.3,no
exp.3,no
fabs.3,no
fclose.3,no
fdim.3,no
feclearexcept.3,no
feenableexcept.3,no
fegetenv.3,no
fegetround.3,no
ferror.3,no
fflush.3,no
ffs.3,no
fgetln.3,no
fgets.3,no
fgetwln.3,no
fgetws.3,no
fido_assert_allow_cred.3,no
fido_assert_new.3,no
fido_assert_set_authdata.3,no
fido_assert_verify.3,no
fido_bio_dev_get_info.3,no
fido_bio_enroll_new.3,no
fido_bio_info_new.3,no
fido_bio_template.3,no
fido_cbor_info_new.3,no
fido_cred_exclude.3,no
fido_cred_new.3,no
fido_cred_set_authdata.3,no
fido_cred_verify.3,no
fido_credman_metadata_new.3,no
fido_dev_enable_entattest.3,no
fido_dev_get_assert.3,no
fido_dev_get_touch_begin.3,no
fido_dev_info_manifest.3,no
fido_dev_largeblob_get.3,no
fido_dev_make_cred.3,no
fido_dev_open.3,no
fido_dev_set_io_functions.3,no
fido_dev_set_pin.3,no
fido_init.3,no
fido_strerr.3,no
flockfile.3,no
floor.3,no
fma.3,no
fmax.3,no
fmemopen.3,no
fmod.3,no
fmt_scaled.3,no
fnmatch.3,no
fopen.3,no
form.3,no
form_cursor.3,no
form_data.3,no
form_driver.3,no
form_field.3,no
form_field_attributes.3,no
form_field_buffer.3,no
form_field_info.3,no
form_field_just.3,no
form_field_new.3,no
form_field_opts.3,no
form_field_userptr.3,no
form_field_validation.3,no
form_fieldtype.3,no
form_hook.3,no
form_new.3,no
form_new_page.3,no
form_opts.3,no
form_page.3,no
form_post.3,no
form_requestname.3,no
form_userptr.3,no
form_win.3,no
fparseln.3,no
fpclassify.3,no
fpgetmask.3,no
fputs.3,no
fputws.3,no
fread.3,no
frexp.3,no
fseek.3,no
ftok.3,no
fts_open.3,no
ftw.3,no
funopen.3,no
fuse_chan_fd.3,no
fuse_daemonize.3,no
fuse_destroy.3,no
fuse_get_context.3,no
fuse_get_session.3,no
fuse_loop.3,no
fuse_main.3,no
fuse_mount.3,no
fuse_new.3,no
fuse_opt.3,no
fuse_parse_cmdline.3,no
fuse_set_signal_handlers.3,no
fuse_setup.3,no
fuse_teardown.3,no
fuse_version.3,no
fwide.3,no
gai_strerror.3,no
gelf.3,no
gelf_checksum.3,no
gelf_fsize.3,no
gelf_getcap.3,no
gelf_getclass.3,no
gelf_getdyn.3,no
gelf_getehdr.3,no
gelf_getmove.3,no
gelf_getphdr.3,no
gelf_getrel.3,no
gelf_getrela.3,no
gelf_getshdr.3,no
gelf_getsym.3,no
gelf_getsyminfo.3,no
gelf_getsymshndx.3,no
gelf_newehdr.3,no
gelf_newphdr.3,no
gelf_update_ehdr.3,no
gelf_xlatetof.3,no
get_rfc3526_prime_8192.3,no
getaddrinfo.3,no
getbsize.3,no
getc.3,no
getc_unlocked.3,no
getcwd.3,no
getdelim.3,no
getdiskbyname.3,no
getdomainname.3,no
getdtablesize.3,no
getenv.3,no
getfsent.3,no
getgrent.3,no
getgrouplist.3,no
gethostbyname.3,no
gethostid.3,no
gethostname.3,no
getifaddrs.3,no
getloadavg.3,no
getmaxpartitions.3,no
getmntinfo.3,no
getnameinfo.3,no
getnetent.3,no
getnetgrent.3,no
getopt.3,no
getopt_long.3,no
getpagesize.3,no
getpass.3,no
getpeereid.3,no
getprogname.3,no
getprotoent.3,no
getpwent.3,no
getpwnam.3,no
getrawpartition.3,no
getrpcent.3,no
getrpcport.3,no
getrrsetbyname.3,no
getservent.3,no
getsubopt.3,no
getttyent.3,no
getusershell.3,no
getwc.3,no
glAccum.3,no
glActiveTextureARB.3,no
glAlphaFunc.3,no
glAreTexturesResident.3,no
glArrayElement.3,no
glBegin.3,no
glBindTexture.3,no
glBitmap.3,no
glBlendColor.3,no
glBlendEquation.3,no
glBlendFunc.3,no
glCallList.3,no
glCallLists.3,no
glClear.3,no
glClearAccum.3,no
glClearColor.3,no
glClearDepth.3,no
glClearIndex.3,no
glClearStencil.3,no
glClientActiveTextureARB.3,no
glClipPlane.3,no
glColor.3,no
glColor3b.3,no
glColor3bv.3,no
glColor3d.3,no
glColor3dv.3,no
glColor3f.3,no
glColor3fv.3,no
glColor3i.3,no
glColor3iv.3,no
glColor3s.3,no
glColor3sv.3,no
glColor3ub.3,no
glColor3ubv.3,no
glColor3ui.3,no
glColor3uiv.3,no
glColor3us.3,no
glColor3usv.3,no
glColor4b.3,no
glColor4bv.3,no
glColor4d.3,no
glColor4dv.3,no
glColor4f.3,no
glColor4fv.3,no
glColor4i.3,no
glColor4iv.3,no
glColor4s.3,no
glColor4sv.3,no
glColor4ub.3,no
glColor4ubv.3,no
glColor4ui.3,no
glColor4uiv.3,no
glColor4us.3,no
glColor4usv.3,no
glColorMask.3,no
glColorMaterial.3,no
glColorPointer.3,no
glColorSubTable.3,no
glColorTable.3,no
glColorTableParameter.3,no
glColorTableParameterfv.3,no
glColorTableParameteriv.3,no
glConvolutionFilter1D.3,no
glConvolutionFilter2D.3,no
glConvolutionParameter.3,no
glCopyColorSubTable.3,no
glCopyColorTable.3,no
glCopyConvolutionFilter1D.3,no
glCopyConvolutionFilter2D.3,no
glCopyPixels.3,no
glCopyTexImage1D.3,no
glCopyTexImage2D.3,no
glCopyTexSubImage1D.3,no
glCopyTexSubImage2D.3,no
glCopyTexSubImage3D.3,no
glCullFace.3,no
glDeleteLists.3,no
glDeleteTextures.3,no
glDepthFunc.3,no
glDepthMask.3,no
glDepthRange.3,no
glDisable.3,no
glDisableClientState.3,no
glDrawArrays.3,no
glDrawBuffer.3,no
glDrawElements.3,no
glDrawPixels.3,no
glDrawRangeElements.3,no
glEdgeFlag.3,no
glEdgeFlagPointer.3,no
glEdgeFlagv.3,no
glEnable.3,no
glEnableClientState.3,no
glEnd.3,no
glEndList.3,no
glEvalCoord.3,no
glEvalCoord1d.3,no
glEvalCoord1dv.3,no
glEvalCoord1fv.3,no
glEvalCoord2d.3,no
glEvalCoord2dv.3,no
glEvalCoord2f.3,no
glEvalCoord2fv.3,no
glEvalMesh.3,no
glEvalMesh1.3,no
glEvalMesh2.3,no
glEvalPoint.3,no
glEvalPoint1.3,no
glEvalPoint2.3,no
glFeedbackBuffer.3,no
glFinish.3,no
glFlush.3,no
glFog.3,no
glFogf.3,no
glFogfv.3,no
glFogi.3,no
glFogiv.3,no
glFrontFace.3,no
glFrustum.3,no
glGenLists.3,no
glGenTextures.3,no
glGet.3,no
glGetBooleanv.3,no
glGetClipPlane.3,no
glGetColorTable.3,no
glGetColorTableParameter.3,no
glGetColorTableParameterfv.3,no
glGetColorTableParameteriv.3,no
glGetConvolutionFilter.3,no
glGetConvolutionParameter.3,no
glGetDoublev.3,no
glGetError.3,no
glGetFloatv.3,no
glGetHistogram.3,no
glGetHistogramParameter.3,no
glGetIntegerv.3,no
glGetLight.3,no
glGetLightfv.3,no
glGetLightiv.3,no
glGetMap.3,no
glGetMapdv.3,no
glGetMapfv.3,no
glGetMapiv.3,no
glGetMaterial.3,no
glGetMaterialfv.3,no
glGetMaterialiv.3,no
glGetMinmax.3,no
glGetMinmaxParameter.3,no
glGetPixelMap.3,no
glGetPixelMapfv.3,no
glGetPixelMapuiv.3,no
glGetPixelMapusv.3,no
glGetPointerv.3,no
glGetPolygonStipple.3,no
glGetSeparableFilter.3,no
glGetString.3,no
glGetTexEnv.3,no
glGetTexEnvfv.3,no
glGetTexEnviv.3,no
glGetTexGen.3,no
glGetTexGendv.3,no
glGetTexGenfv.3,no
glGetTexGeniv.3,no
glGetTexImage.3,no
glGetTexLevelParameter.3,no
glGetTexLevelParameterfv.3,no
glGetTexLevelParameteriv.3,no
glGetTexParameter.3,no
glGetTexParameterfv.3,no
glGetTexParameteriv.3,no
glHint.3,no
glHistogram.3,no
glIndex.3,no
glIndexMask.3,no
glIndexPointer.3,no
glIndexd.3,no
glIndexdv.3,no
glIndexf.3,no
glIndexfv.3,no
glIndexi.3,no
glIndexiv.3,no
glIndexs.3,no
glIndexsv.3,no
glIndexub.3,no
glIndexubv.3,no
glInitNames.3,no
glInterleavedArrays.3,no
glIsEnabled.3,no
glIsTexture.3,no
glIslist.3,no
glLight.3,no
glLightModel.3,no
glLightModelf.3,no
glLightModelfv.3,no
glLightModeli.3,no
glLightModeliv.3,no
glLightf.3,no
glLightfv.3,no
glLighti.3,no
glLightiv.3,no
glLineStipple.3,no
glLineWidth.3,no
glListBase.3,no
glLoadIdentity.3,no
glLoadMatrix.3,no
glLoadMatrixd.3,no
glLoadMatrixf.3,no
glLoadName.3,no
glLogicOp.3,no
glMap1.3,no
glMap1d.3,no
glMap1f.3,no
glMap2.3,no
glMap2d.3,no
glMap2f.3,no
glMapGrid.3,no
glMapGrid1d.3,no
glMapGrid1f.3,no
glMapGrid2d.3,no
glMapGrid2f.3,no
glMaterial.3,no
glMaterialf.3,no
glMaterialfv.3,no
glMateriali.3,no
glMaterialiv.3,no
glMatrixMode.3,no
glMinmax.3,no
glMultMatrix.3,no
glMultMatrixd.3,no
glMultMatrixf.3,no
glMultiTexCoord1dARB.3,no
glMultiTexCoord1dvARB.3,no
glMultiTexCoord1fARB.3,no
glMultiTexCoord1fvARB.3,no
glMultiTexCoord1iARB.3,no
glMultiTexCoord1ivARB.3,no
glMultiTexCoord1sARB.3,no
glMultiTexCoord1svARB.3,no
glMultiTexCoord2dARB.3,no
glMultiTexCoord2dvARB.3,no
glMultiTexCoord2fARB.3,no
glMultiTexCoord2fvARB.3,no
glMultiTexCoord2iARB.3,no
glMultiTexCoord2ivARB.3,no
glMultiTexCoord2sARB.3,no
glMultiTexCoord2svARB.3,no
glMultiTexCoord3dARB.3,no
glMultiTexCoord3dvARB.3,no
glMultiTexCoord3fARB.3,no
glMultiTexCoord3fvARB.3,no
glMultiTexCoord3iARB.3,no
glMultiTexCoord3ivARB.3,no
glMultiTexCoord3sARB.3,no
glMultiTexCoord3svARB.3,no
glMultiTexCoord4dARB.3,no
glMultiTexCoord4dvARB.3,no
glMultiTexCoord4fARB.3,no
glMultiTexCoord4fvARB.3,no
glMultiTexCoord4iARB.3,no
glMultiTexCoord4ivARB.3,no
glMultiTexCoord4sARB.3,no
glMultiTexCoord4svARB.3,no
glMultiTexCoordARB.3,no
glNewList.3,no
glNormal.3,no
glNormal3b.3,no
glNormal3bv.3,no
glNormal3d.3,no
glNormal3dv.3,no
glNormal3f.3,no
glNormal3fv.3,no
glNormal3i.3,no
glNormal3iv.3,no
glNormal3s.3,no
glNormal3sv.3,no
glNormalPointer.3,no
glOrtho.3,no
glPassThrough.3,no
glPixelMap.3,no
glPixelMapfv.3,no
glPixelMapuiv.3,no
glPixelMapusv.3,no
glPixelStore.3,no
glPixelStoref.3,no
glPixelStorei.3,no
glPixelTransfer.3,no
glPixelTransferf.3,no
glPixelTransferi.3,no
glPixelZoom.3,no
glPointSize.3,no
glPolygonMode.3,no
glPolygonOffset.3,no
glPolygonStipple.3,no
glPopAttrib.3,no
glPopClientAttrib.3,no
glPopMatrix.3,no
glPopName.3,no
glPrioritizeTextures.3,no
glPushAttrib.3,no
glPushClientAttrib.3,no
glPushMatrix.3,no
glPushName.3,no
glRasterPos.3,no
glRasterPos2d.3,no
glRasterPos2dv.3,no
glRasterPos2f.3,no
glRasterPos2fv.3,no
glRasterPos2i.3,no
glRasterPos2iv.3,no
glRasterPos2s.3,no
glRasterPos2sv.3,no
glRasterPos3d.3,no
glRasterPos3dv.3,no
glRasterPos3f.3,no
glRasterPos3fv.3,no
glRasterPos3i.3,no
glRasterPos3iv.3,no
glRasterPos3s.3,no
glRasterPos3sv.3,no
glRasterPos4d.3,no
glRasterPos4dv.3,no
glRasterPos4f.3,no
glRasterPos4fv.3,no
glRasterPos4i.3,no
glRasterPos4iv.3,no
glRasterPos4s.3,no
glRasterPos4sv.3,no
glReadBuffer.3,no
glReadPixels.3,no
glRect.3,no
glRectd.3,no
glRectdv.3,no
glRectf.3,no
glRectfv.3,no
glRecti.3,no
glRectiv.3,no
glRects.3,no
glRectsv.3,no
glRenderMode.3,no
glResetHistogram.3,no
glResetMinmax.3,no
glRotate.3,no
glRotated.3,no
glRotatef.3,no
glScale.3,no
glScaled.3,no
glScalef.3,no
glScissor.3,no
glSelectBuffer.3,no
glSeparableFilter2D.3,no
glShadeModel.3,no
glStencilFunc.3,no
glStencilMask.3,no
glStencilOp.3,no
glTexCoord.3,no
glTexCoord1d.3,no
glTexCoord1dv.3,no
glTexCoord1f.3,no
glTexCoord1fv.3,no
glTexCoord1i.3,no
glTexCoord1iv.3,no
glTexCoord1s.3,no
glTexCoord1sv.3,no
glTexCoord2d.3,no
glTexCoord2dv.3,no
glTexCoord2f.3,no
glTexCoord2fv.3,no
glTexCoord2i.3,no
glTexCoord2iv.3,no
glTexCoord2s.3,no
glTexCoord2sv.3,no
glTexCoord3d.3,no
glTexCoord3dv.3,no
glTexCoord3f.3,no
glTexCoord3fv.3,no
glTexCoord3i.3,no
glTexCoord3iv.3,no
glTexCoord3s.3,no
glTexCoord3sv.3,no
glTexCoord4d.3,no
glTexCoord4dv.3,no
glTexCoord4f.3,no
glTexCoord4fv.3,no
glTexCoord4i.3,no
glTexCoord4iv.3,no
glTexCoord4s.3,no
glTexCoord4sv.3,no
glTexCoordPointer.3,no
glTexEnv.3,no
glTexEnvf.3,no
glTexEnvfv.3,no
glTexEnvi.3,no
glTexEnviv.3,no
glTexGen.3,no
glTexGend.3,no
glTexGendv.3,no
glTexGenf.3,no
glTexGenfv.3,no
glTexGeni.3,no
glTexGeniv.3,no
glTexImage1D.3,no
glTexImage2D.3,no
glTexImage3D.3,no
glTexParameter.3,no
glTexParameterf.3,no
glTexParameterfv.3,no
glTexParameteri.3,no
glTexParameteriv.3,no
glTexSubImage1D.3,no
glTexSubImage2D.3,no
glTexSubImage3D.3,no
glTranslate.3,no
glTranslated.3,no
glTranslatef.3,no
glVertex.3,no
glVertex2d.3,no
glVertex2dv.3,no
glVertex2f.3,no
glVertex2fv.3,no
glVertex2i.3,no
glVertex2iv.3,no
glVertex2s.3,no
glVertex2sv.3,no
glVertex3d.3,no
glVertex3dv.3,no
glVertex3f.3,no
glVertex3fv.3,no
glVertex3i.3,no
glVertex3iv.3,no
glVertex3s.3,no
glVertex3sv.3,no
glVertex4d.3,no
glVertex4dv.3,no
glVertex4f.3,no
glVertex4fv.3,no
glVertex4i.3,no
glVertex4iv.3,no
glVertex4s.3,no
glVertex4sv.3,no
glVertexPointer.3,no
glViewport.3,no
glXChooseVisual.3,no
glXCopyContext.3,no
glXCreateContext.3,no
glXCreateGLXPixmap.3,no
glXDestroyContext.3,no
glXDestroyGLXPixmap.3,no
glXFreeContextEXT.3,no
glXGetClientString.3,no
glXGetConfig.3,no
glXGetContextIDEXT.3,no
glXGetCurrentContext.3,no
glXGetCurrentDisplay.3,no
glXGetCurrentDrawable.3,no
glXImportContextEXT.3,no
glXIntro.3,no
glXIsDirect.3,no
glXMakeCurrent.3,no
glXQueryContextInfoEXT.3,no
glXQueryExtension.3,no
glXQueryExtensionsString.3,no
glXQueryServerString.3,no
glXQueryVersion.3,no
glXSwapBuffers.3,no
glXUseXFont.3,no
glXWaitGL.3,no
glXWaitX.3,no
glob.3,no
gluBeginCurve.3,no
gluBeginPolygon.3,no
gluBeginSurface.3,no
gluBeginTrim.3,no
gluBuild1DMipmaps.3,no
gluBuild2DMipmaps.3,no
gluCylinder.3,no
gluDeleteNurbsRenderer.3,no
gluDeleteQuadric.3,no
gluDeleteTess.3,no
gluDisk.3,no
gluEndCurve.3,no
gluEndPolygon.3,no
gluEndSurface.3,no
gluEndTrim.3,no
gluErrorString.3,no
gluGetNurbsProperty.3,no
gluGetString.3,no
gluGetTessProperty.3,no
gluLoadSamplingMatrices.3,no
gluLookAt.3,no
gluNewNurbsRenderer.3,no
gluNewQuadric.3,no
gluNewTess.3,no
gluNextContour.3,no
gluNurbsCallback.3,no
gluNurbsCallbackDataEXT.3,no
gluNurbsCurve.3,no
gluNurbsProperty.3,no
gluNurbsSurface.3,no
gluOrtho2D.3,no
gluPartialDisk.3,no
gluPerspective.3,no
gluPickMatrix.3,no
gluProject.3,no
gluPwlCurve.3,no
gluQuadricCallback.3,no
gluQuadricDrawStyle.3,no
gluQuadricNormals.3,no
gluQuadricOrientation.3,no
gluQuadricTexture.3,no
gluScaleImage.3,no
gluSphere.3,no
gluTessBeginContour.3,no
gluTessBeginPolygon.3,no
gluTessCallback.3,no
gluTessEndContour.3,no
gluTessEndPolygon.3,no
gluTessNormal.3,no
gluTessProperty.3,no
gluTessVertex.3,no
gluUnProject.3,no
hash.3,no
hcreate.3,no
htobe64.3,no
htonl.3,no
hypot.3,no
i2a_ASN1_STRING.3,no
i2d_ASN1_bio_stream.3,no
i2d_CMS_bio_stream.3,no
i2d_PKCS7_bio_stream.3,no
if_indextoname.3,no
ilogb.3,no
imaxabs.3,no
imaxdiv.3,no
imsg_init.3,no
inet6_opt_init.3,no
inet6_rth_space.3,no
inet_addr.3,no
inet_lnaof.3,no
inet_net_ntop.3,no
inet_ntop.3,no
initgroups.3,no
insque.3,no
intro.3,no
isalnum.3,no
isalpha.3,no
isascii.3,no
isblank.3,no
iscntrl.3,no
isdigit.3,no
isduid.3,no
isfdtype.3,no
isgraph.3,no
isgreater.3,no
islower.3,no
isprint.3,no
ispunct.3,no
isspace.3,no
isupper.3,no
iswalnum.3,no
iswctype.3,no
isxdigit.3,no
j0.3,no
key_defined.3,no
keybound.3,no
keynote.3,no
keyok.3,no
killpg.3,no
kvm.3,no
kvm_dump.3,no
kvm_geterr.3,no
kvm_getfiles.3,no
kvm_getloadavg.3,no
kvm_getprocs.3,no
kvm_nlist.3,yes
kvm_open.3,no
kvm_read.3,no
labs.3,no
ldexp.3,no
ldiv.3,no
legacy_coding.3,no
lgamma.3,no
lh_new.3,no
lh_stats.3,no
link_ntoa.3,no
lldiv.3,no
localeconv.3,no
lockf.3,no
logb.3,no
login.3,no
login_cap.3,no
login_fbtab.3,no
loongson/cacheflush.3,no
loongson/get_fpc_csr.3,no
lrint.3,no
lround.3,no
lsearch.3,no
makedev.3,no
malloc.3,no
mblen.3,no
mbrlen.3,no
mbrtoc16.3,no
mbrtowc.3,no
mbsinit.3,no
mbsrtowcs.3,no
mbstowcs.3,no
mbtowc.3,no
memccpy.3,no
memchr.3,no
memcmp.3,no
memcpy.3,no
memmem.3,no
memmove.3,no
memset.3,no
menu.3,no
menu_attributes.3,no
menu_cursor.3,no
menu_driver.3,no
menu_format.3,no
menu_hook.3,no
menu_items.3,no
menu_mark.3,no
menu_new.3,no
menu_opts.3,no
menu_pattern.3,no
menu_post.3,no
menu_requestname.3,no
menu_spacing.3,no
menu_userptr.3,no
menu_win.3,no
mio_open.3,no
mitem_current.3,no
mitem_name.3,no
mitem_new.3,no
mitem_opts.3,no
mitem_userptr.3,no
mitem_value.3,no
mitem_visible.3,no
mktemp.3,no
modf.3,no
moncontrol.3,no
nan.3,no
ndbm.3,no
newlocale.3,no
nextafter.3,no
nice.3,no
nl_langinfo.3,no
nlist.3,no
ober_add_string.3,no
ober_get_string.3,no
ober_oid_cmp.3,no
ober_read_elements.3,no
ober_set_header.3,no
octeon/cacheflush.3,no
octeon/get_fpc_csr.3,no
offsetof.3,no
ohash_init.3,no
ohash_interval.3,no
open_memstream.3,no
opendev.3,no
opendir.3,no
opendisk.3,no
openpty.3,no
ossaudio.3,no
panel.3,no
pause.3,no
pcap_open_live.3,no
perror.3,no
pidfile.3,no
pkcs5_pbkdf2.3,no
popen.3,no
posix_memalign.3,no
posix_openpt.3,no
posix_spawn.3,no
posix_spawn_file_actions_addopen.3,no
posix_spawn_file_actions_init.3,no
posix_spawnattr_getflags.3,no
posix_spawnattr_getpgroup.3,no
posix_spawnattr_init.3,no
printf.3,no
psignal.3,no
pthread_atfork.3,no
pthread_attr_init.3,no
pthread_attr_setdetachstate.3,no
pthread_attr_setguardsize.3,no
pthread_attr_setstack.3,no
pthread_attr_setstackaddr.3,no
pthread_attr_setstacksize.3,no
pthread_barrier_init.3,no
pthread_barrier_wait.3,no
pthread_barrierattr_getpshared.3,no
pthread_barrierattr_init.3,no
pthread_cancel.3,no
pthread_cleanup_pop.3,no
pthread_cleanup_push.3,no
pthread_cond_broadcast.3,no
pthread_cond_destroy.3,no
pthread_cond_init.3,no
pthread_cond_signal.3,no
pthread_cond_timedwait.3,no
pthread_cond_wait.3,no
pthread_condattr_init.3,no
pthread_create.3,no
pthread_detach.3,no
pthread_equal.3,no
pthread_exit.3,no
pthread_getconcurrency.3,no
pthread_getcpuclockid.3,no
pthread_getspecific.3,no
pthread_join.3,no
pthread_key_create.3,no
pthread_key_delete.3,no
pthread_kill.3,no
pthread_main_np.3,no
pthread_mutex_destroy.3,no
pthread_mutex_init.3,no
pthread_mutex_lock.3,no
pthread_mutex_unlock.3,no
pthread_mutexattr.3,no
pthread_once.3,no
pthread_rwlock_destroy.3,no
pthread_rwlock_init.3,no
pthread_rwlock_rdlock.3,no
pthread_rwlock_unlock.3,no
pthread_rwlock_wrlock.3,no
pthread_rwlockattr_destroy.3,no
pthread_rwlockattr_getpshared.3,no
pthread_rwlockattr_init.3,no
pthread_rwlockattr_setpshared.3,no
pthread_schedparam.3,no
pthread_self.3,no
pthread_set_name_np.3,no
pthread_setspecific.3,no
pthread_sigmask.3,no
pthread_spin_init.3,no
pthread_spin_lock.3,no
pthread_spin_unlock.3,no
pthread_stackseg_np.3,no
pthread_testcancel.3,no
pthread_yield.3,no
pthreads.3,no
ptsname.3,no
putc.3,no
putc_unlocked.3,no
putwc.3,no
pw_dup.3,no
pw_init.3,no
pw_lock.3,no
qsort.3,no
queue.3,no
radius_new_request_packet.3,no
radixsort.3,no
raise.3,no
rand.3,no
rand48.3,no
random.3,no
rcmd.3,no
rcmdsh.3,no
readlabelfs.3,no
readline.3,no
readpassphrase.3,no
realpath.3,no
recno.3,no
regex.3,no
remainder.3,no
remove.3,no
res_init.3,no
resizeterm.3,no
rint.3,no
round.3,no
rpc.3,no
rs256_pk_new.3,no
s2i_ASN1_INTEGER.3,no
scalbn.3,no
scandir.3,no
scanf.3,no
sched_get_priority_min.3,no
sem_destroy.3,no
